sr_no,date,startup_name,industry_vertical,sub_vertical,city,investors_name,investment_type,amount_usd
2308,07-10-2015,SchoolGuru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000
2309,07-10-2015,Naturally Yours,Organic Food etailer,,Mumbai,Sanjay Mehta,Seed Funding,
2310,07-10-2015,GoJavas,Delivery & Logistics Service provider,,Gurgaon,Snapdeal,Private Equity,20000000
2311,07-10-2015,Scandid,Product Discovery & comparison App,,Pune,Micromax Informatics,Private Equity,
2312,07-10-2015,StalkBuyLove,Online Apparels Fashion brand,,Delhi,"Mato Peric, Peter Kabel & others",Private Equity,
2313,08-10-2015,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,2000000
2314,08-10-2015,Cube26,Gesture based Mobile Development,,Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000
2315,08-10-2015,Mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,
2316,08-10-2015,Grabhouse,Rental Accommodation Search platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10000000
2317,08-10-2015,Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000
2318,09-10-2015,Stockroom.io,Developer Portfolio Showcase platform,,Hyderabad,Undisclosed Investors,Seed Funding,70000
2319,09-10-2015,Curofy,Doctors Network Mobile App,,Delhi,RoundGlass Partners,Private Equity,
2320,09-10-2015,Cloud Lending,End-to-End Lending platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,8000000
2321,09-10-2015,Inayo,on-demand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000
2322,09-10-2015,WoNoBo,360-degree view creating platform,,Bangalore,Quikr,Private Equity,
2323,09-10-2015,Kulzy,Advertising & Marketing Community Networking platform,,Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000
2324,09-10-2015,Zeppery,Food Ordering & Delivery App,,Delhi,Suyash Sharma,Seed Funding,77000
2325,12-10-2015,Zify,Ride Sharing platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,190000
2326,12-10-2015,Faircent,Online P2P lending marketplace,,Gurgaon,Aarin Capital Partners,Private Equity,
2327,12-10-2015,Bizongo,B2B marketplace for industrial goods,,Mumbai,Accel Partners,Seed Funding,
2328,12-10-2015,Gridle,Cloud Based Collaboration platform,,Ahmedabad,LetsVenture,Seed Funding,100000
2329,12-10-2015,Tripoto,global community for travellers,,Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,
2330,12-10-2015,Mubble,Prepaid Bill manager App,,Bangalore,Accel Partners,Private Equity,
2331,13-10-2015,Voodoo,Mobile Only Shopping Assistant,,Delhi,SAIF Partners,Seed Funding,1000000
2332,13-10-2015,Lookup,Mobile Messaging Assistant App,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2500000
2333,14-10-2015,AskMyGift,Personalized Wish List creator app,,Noida,Turning Ideas,Seed Funding,50000
2334,14-10-2015,Gaana.com,Music Streaming mobile app,,Mumbai,Micromax Informatics Ltd,Private Equity,
2335,14-10-2015,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Undisclosed Investors,Seed Funding,77000
2336,14-10-2015,GymTrekker,Gym Discovery platform,,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,
2337,15-10-2015,Bounty App,Online Purchase rewards app,,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,
2338,16-10-2015,Homers.in,Home rental platform,,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,
2339,16-10-2015,mShipper,Crowdsourced Delivery platform,,Delhi,Vijai Laxmi,Seed Funding,
2340,16-10-2015,BolRealty,Real Estate Insights platform,,Delhi,Manpreet Singh,Seed Funding,
2341,17-10-2015,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private Equity,1000000
2342,19-10-2015,LetsVenture,Startup Funding Marketplace,,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,
2343,19-10-2015,Citrus Payment,Payments Solution platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25000000
2344,19-10-2015,Holidify,Travel Destination Discovery platform,,Delhi,Aarti Group,Seed Funding,100000
2345,20-10-2015,PrimaSeller,Order Fulfillment SAAS platform,,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,
2346,20-10-2015,Opinio,Last Mile Delivery Service,,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,7000000
2347,20-10-2015,Attune Technologies,Healthcare IT Solutions & services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10000000
2348,20-10-2015,iChef.in,Gourmet Meals Delivery,,Mumbai,Springboard Ventures,Private Equity,
2349,21-10-2015,Jiyo Natural,Healthy Meals Food delivery platform,,Bangalore,Indian Angel Network,Seed Funding,
2350,21-10-2015,AgentDesks,Real Estate Mobile CRM,,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000
2351,21-10-2015,White Owl Brewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,1530000
2352,21-10-2015,MealHopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000
2353,21-10-2015,Zenify.in,residential rental management platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000
2354,21-10-2015,Stockal,Personalized Stock Intelligence Platform,,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,
2355,23-10-2015,Medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed Funding,150000
2356,23-10-2015,Leaping Caravan,Online food ordering & Delivery service,,Gurgaon,Group of Angel investors,Seed Funding,150000
2357,23-10-2015,Frsh,Online food ordering & Delivery service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1000000
2358,23-10-2015,Qik Stay,Hotel Aggregator & booking platform,,Delhi,ID Enablers Pvt Ltd,Seed Funding,250000
2359,26-10-2015,Parcelled,Online Logistics Platform,,Bangalore,Delhivery,Private Equity,5000000
2360,26-10-2015,AlmaMapper,Online Student & Campus Social Networking platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,400000
2361,26-10-2015,Flexing It,Professionals & Project Search Marketplace,,Delhi,undisclosed private investors,Seed Funding,500000
2362,26-10-2015,Netmeds.com,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,50000000
2363,26-10-2015,Razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,9000000
2364,27-10-2015,Jombay,Psychometric Test Online Software,,Pune,Ventureworks India,Private Equity,
2365,27-10-2015,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,,Mumbai,Unnamed investor,Seed Funding,77000
2366,27-10-2015,Care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed Funding,350000
2367,27-10-2015,Roadrunnr,Hyperlocal Logistics Service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,10000000
2368,27-10-2015,Simpli5d,Online user engagement platform,,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,
2369,28-10-2015,ORIGA Leasing,Asset Financing platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,1100000
2370,28-10-2015,Smartivity.in,Virtual Reality activity based learning platform,,Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000
2371,28-10-2015,UrDoorStep,Online Grocery Store,,Bangalore,Jupiter Capital,Private Equity,
2372,29-10-2015,Tavaga,Investment management platform,,Mumbai,Tracxn Syndicate,Seed Funding,
2373,29-10-2015,Moglix,Industrial Toons Marketplace,,Noida,"Accel Partner, Jungle Ventures",Private Equity,
2374,29-10-2015,ZopHop,Public Commute helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,450000
2375,30-10-2015,Niki.ai,Artificial Intelligence Ecommerce Chatbot,,Bangalore,Unilazer Ventures,Seed Funding,
2376,30-10-2015,Instavans,Truck Aggregator & Logistics service,,Bangalore,Suresh Vaswani,Seed Funding,
2377,30-10-2015,LiftO,Ridesharing Mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000
2378,30-10-2015,TinyOwl,Food Discovery & Delivery Mobile app,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,7500000
2379,30-10-2015,Toppr.com,Competitive exam learning platform,,Mumbai,InnoVen Capital,Private Equity,2000000
2380,30-10-2015,Kleeto,Document Digitization platform,,Gurgaon,GREX,Seed Funding,230000
2381,30-10-2015,BeaconsTalk,proximity marketing & Mobile Advertising platform,,Mumbai,Puneet Bhatia & others,Seed Funding,80000
2382,31-10-2015,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Paytm,Private Equity,10000000
2383,01-09-2015,TOFlo,FinTech Startup Incubation platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,100000
2384,01-09-2015,FXMartIndia,Payment Services platform,,Chandigarh,Flipkart,Private Equity,
2385,01-09-2015,Stylecracker,Personalized Styling platform,,Mumbai,Group of HNI investors,Private Equity,1000000
2386,01-09-2015,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,,Gurgaon,Reliance Capital,Private Equity,900000
2387,02-09-2015,HolaChef,Food Delivery Platform,,Mumbai,Ratan Tata,Private Equity,
2388,02-09-2015,Zivame,Online Lingerie Marketplace,,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000
2389,02-09-2015,Capillary Tech,Cloud software solutions,,Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000
2390,03-09-2015,Jobspire,Job Search Platform,,Bangalore,Purvi Capital,Seed Funding,260000
2391,03-09-2015,MeraDoctor,Doctor consultancy Mobile App,,Mumbai,India Quotient & other investors,Seed Funding,
2392,03-09-2015,Vistaar Finance,Small Business Financing (NBFC),,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,40000000
2393,03-09-2015,HiJinny,Beauty & Wellness Services Marketplace,,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,
2394,04-09-2015,Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000
2395,04-09-2015,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,Ashish Jhalani,Seed Funding,100000
2396,04-09-2015,RoomCentral,Cloud-based Hotel Booking Platform,,Bangalore,Karanpal Singh,Seed Funding,2000000
2397,07-09-2015,YouthKiAwaaz,Community Driven News/Views Platform,,Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000
2398,07-09-2015,Prozo,Study Material Marketplace,,Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000
2399,07-09-2015,Zomato,Restaurant Ratings & Reviews platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,60000000
2400,07-09-2015,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private Equity,1800000
2401,08-09-2015,MockBank,Government Test Preparation platform,,Bangalore,Blume Ventures,Seed Funding,400000
2402,08-09-2015,ReportBee,Smart Report Cards for Schools,,Chennai,India Educational Investment Fund,Seed Funding,
2403,08-09-2015,GuruG Learning,Teacher empowerment platform,,Bangalore,India Educational Investment Fund,Seed Funding,
2404,10-09-2015,OnlineTyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000
2405,10-09-2015,IndustryBuying,Industrial Tools Marketplace,,Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9200000
2406,10-09-2015,The/Nudge Foundation,Non Profit Organization to alleviate poverty,,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,315000
2407,11-09-2015,FitMeIn,Gym & Fitness Studios Subscription platform,,Delhi,Green House Ventures,Seed Funding,100000
2408,11-09-2015,Envoged,pre-used luxury item Marketplace,,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,
2409,11-09-2015,Zapyle,pre-used apparel shopping mobile app,,Bangalore,,Seed Funding,1000000
2410,11-09-2015,Renomania,Home Design & D\\xc3\\xa9cor platform,,Delhi,Subodh Gupta,Seed Funding,
2411,12-09-2015,CredR,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private Equity,15000000
2412,12-09-2015,YatraGenie,Online Bus & Cab ticketing platform,,Hyderabad,Ash Bhardwaj,Private Equity,
2413,14-09-2015,CanvasFlip,Mobile App testing platform,,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000
2414,14-09-2015,Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight Roads Ventures,Private Equity,9000000
2415,14-09-2015,UE Life Sciences,Early Cancer Detection Solutions,,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000
2416,14-09-2015,Ola Cabs,Cab rental Mobile app,,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,225000000
2417,15-09-2015,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private Equity,2000000
2418,15-09-2015,MoEngage,Mobile Marketing Automation Platform,,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000
2419,15-09-2015,Mubble,Prepaid Mobile Bill Manager App,,Bangalore,Nandan Nilekani,Seed Funding,
2420,15-09-2015,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000
2421,15-09-2015,Room on Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Seed Funding,300000
2422,15-09-2015,FYNE,Home Fitting & Fixtures Marketplace,,Bangalore,Sandeep Dama & Others,Seed Funding,
2423,16-09-2015,ChaiPoint,Food Subscription platform,,Bangalore,Eight Roads Ventures,Private Equity,10000000
2424,16-09-2015,WedmeGood.com,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Seed Funding,410000
2425,16-09-2015,XSTOK,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed Funding,450000
2426,17-09-2015,UniLog,ECommerce Data Analytics Platform,,Bangalore,Kalaari Capital,Private Equity,
2427,17-09-2015,Paintcollar,Designer Merchandize Marketplace,,Mumbai,Applyifi,Seed Funding,
2428,17-09-2015,YepMe,Private label Fashion eTailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000
2429,17-09-2015,Bueno,Online Food ordering & delivery,,Gurgaon,High Networth Individuals (No details),Seed Funding,600000
2430,18-09-2015,Plabro,Real Estate Broker Platform App,,Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000
2431,18-09-2015,CureJoy,Online Health & Wellness platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000
2432,18-09-2015,Briston Technomach,Internet of Things platform,,Delhi,Undisclosed,Seed Funding,150000
2433,18-09-2015,LabStreet,Diagnostic Labs aggregator platform,,Gurgaon,Multiple investors,Seed Funding,150000
2434,19-09-2015,DailyNinja,Hyperlocal Delivery Platform,,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,
2435,21-09-2015,Portea Medical,Home Medical Care Services,,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37500000
2436,21-09-2015,Neotrade Analytics,Real-Time stock data platform,,Bangalore,Rainmatter,Seed Funding,235000
2437,21-09-2015,DishCo,Food discovery & table booking app,,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,
2438,21-09-2015,LafaLafa,coupons and cashback aggregator app,,Mumbai,500 Startups,Seed Funding,125000
2439,21-09-2015,ConnectAbank,Financial Products lead generation platform,,Mumbai,Prakhar Bumb,Seed Funding,
2440,22-09-2015,VillFarm,Sustainable Agri-inputs Firm,,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,
2441,22-09-2015,Bestdealfinance,Financial Services Portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3000000
2442,22-09-2015,GameXS.in,Pre-owned games Marketplace,,Delhi,Lead Angels,Seed Funding,
2443,22-09-2015,The Man Company,Content-based Subscription eCommerce platform,,Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,
2444,22-09-2015,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Bangalore,Swarnim Multiventures,Private Equity,800000
2445,22-09-2015,Furdo,Online Interior Designing platform,,Bangalore,Bhavdeep Reddy,Seed Funding,400000
2446,22-09-2015,LogiNext,End-to-end Logistics platform,,Mumbai,Paytm,Private Equity,10000000
2447,22-09-2015,Korra,Private Label Apparel sales,,Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000
2448,23-09-2015,Credihealth,Healthcare Consulting platform,,Gurgaon,Rajat Malhotra,Seed Funding,
2449,23-09-2015,Amigobulls,Stock Market Portal,,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,
2450,23-09-2015,SilverPush,Cross-device retargeting platform,,Gurgaon / SFO,M&S Partners,Private Equity,1200000
2451,23-09-2015,Juggernaut,Digital & Physical Publishing platform,,Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2250000
2452,23-09-2015,InnerChef,Food Delivery Platform,,Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1750000
2453,24-09-2015,Quintype,Data Driven Publishing platform,,Bangalore,Raghav Bahl,Private Equity,3300000
2454,24-09-2015,Capabiliti,Employee OnBoarding & Orientation platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000
2455,24-09-2015,Fourth Partner Energy,Solar Power Solutions company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000
2456,24-09-2015,Licious,Online Meat Ordering platform,,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000
2457,25-09-2015,TravelKhana,online meal-booking platform for train travelers,,Delhi,Astarc Ventures & Others,Seed Funding,
2458,28-09-2015,Quickli,hyperlocal delivery platform,,Delhi,"500 Startups, Mato Peric & Others",Seed Funding,
2459,28-09-2015,Ola Cabs,Cab Booking app platform,,Bangalore,Didi Kuaidi,Private Equity,30000000
2460,29-09-2015,Paytm,E-Commerce & M-Commerce platform,,Delhi,"Alibaba Group, Ant Financial",Private Equity,680000000
2461,29-09-2015,Inmobi,Mobile Advertising platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,100000000
2462,29-09-2015,Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,36000000
2463,29-09-2015,Hugefly,Ecommerce Product recommendation platform,,Pune,Mayank Singhal and others,Seed Funding,
2464,29-09-2015,Brigge,Activity Based Social Network,,Chennai,The Chennai Angels,Seed Funding,
2465,29-09-2015,Zakoopi,Fashion Discovery platform,,Delhi,Uniqorn Ventures,Seed Funding,350000
2466,29-09-2015,LoanCircle,Consumer lending marketplace,,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,
2467,30-09-2015,Infoworks,Big Data Management Platform,,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5000000
2468,30-09-2015,RedDoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Seed Funding,1000000
2469,30-09-2015,FirstTouch,Local Mobile OS,,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,
2470,30-09-2015,Eywa Media,Digital Signal processing platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000
2471,01-08-2015,Snapdeal,Ecommerce Marketplace,,Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500000000
2472,01-08-2015,Ressy,Restaurant Discount app,,Pune,Mohandas Pai & others,Seed Funding,400000
2473,03-08-2015,Cuelearn,Tech-enabled learning,,Delhi,Alok Mittal,Seed Funding,
2474,03-08-2015,Connect India,ECommerce Logistics provider,,Delhi,Aavishkaar,Private Equity,5000000
2475,03-08-2015,The Home Salon,on-demand home beauty and wellness portal,,Mumbai,VentureNursery,Seed Funding,
2476,03-08-2015,Jusride,Self Driven Car rental,,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,
2477,03-08-2015,Oyorooms,Budget Hotel accommodation brand,,Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,100000000
2478,03-08-2015,Glowship,Energy & Environment Online Marketplace,,Bangalore,Infuse Ventures,Seed Funding,
2479,03-08-2015,Wizrocket,User Engagment & Analytics platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000
2480,04-08-2015,Pickingo,On-Demand Delivery Logistics,,Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000
2481,05-08-2015,Grex,fund raising platform for startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000
2482,05-08-2015,LetsTransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000
2483,05-08-2015,Zo Rooms,Online budget hotel chain,,Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000
2484,05-08-2015,Doormint,Hyperlocal Handyman services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000
2485,05-08-2015,NightStay,hotel booking app,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000
2486,05-08-2015,Zocalo,Rental Accomodation finder,,Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,
2487,05-08-2015,Sunday Realty Solutions,Tech Platform for property brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000
2488,06-08-2015,Klozee,Luxury Apparel rental,,Bangalore,Tracxn Labs,Seed Funding,
2489,06-08-2015,Appvigil,App security\\xc2\\xa0 testing platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000
2490,06-08-2015,practo,Doctor Appointment booking app,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000
2491,06-08-2015,LoudShout,anonymous bulletin board app,,Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,
2492,06-08-2015,Wetravelsolo,Travel community platform,,Delhi,"CCube Angels, Frontline Strategy",Seed Funding,
2493,06-08-2015,Ketto,Crowd funding platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000
2494,06-08-2015,Ezetap,Mobile based PoS solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000
2495,06-08-2015,NDTV ecommerce venture,Car & Bike ecommerce platform,,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,
2496,07-08-2015,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,630000
2497,07-08-2015,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000
2498,07-08-2015,GIBSS,Energy saving solutions provider,,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,
2499,07-08-2015,StoreMore.in,Self-Storage Spaces,,Noida,Bedrock Ventures,Seed Funding,
2500,07-08-2015,iOrderFresh,Grocery retail Mobile app,,Delhi,Best Foodworks,Seed Funding,
2501,10-08-2015,MyTaxiIndia,Taxi Rental platform,,Gurgaon,"Nihon Kotsu,",Private Equity,500000
2502,10-08-2015,eSadar,ecommerce,,Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000
2503,10-08-2015,Actionable Analytics,Machine Learning Platform,,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,
2504,10-08-2015,MyPoolin,mobile social network,,Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000
2505,10-08-2015,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,,Delhi,Sequoia Capital,Private Equity,16000000
2506,10-08-2015,Inkmonk,Online printing marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000
2507,10-08-2015,ToneTag,mobile payment software platform,,Bangalore,Reliance Capital Venture,Private Equity,1000000
2508,10-08-2015,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,30000000
2509,11-08-2015,Livspace,Home Design & D\\xc3\\xa9cor solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000
2510,11-08-2015,WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,1600000
2511,11-08-2015,RainCan,Subscription based Online Grocery platform,,Pune,Ajeet Khurana & Others,Seed Funding,100000
2512,11-08-2015,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Equity,20000000
2513,11-08-2015,Infogain,Business and IT consulting,,New Delhi / US,ChrysCapital,Private Equity,63000000
2514,12-08-2015,OneAssist,Credit Card Fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000
2515,12-08-2015,BigBasket,Online & mobile Grocery store,,Bangalore,Bessemer Venture Partners,Private Equity,50000000
2516,12-08-2015,Sheroes,Career Community for Women,,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000
2517,12-08-2015,Scripbox,Mutual Fund Investing platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000
2518,13-08-2015,etaout,Ecommerce Marketing Software Platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,500000
2519,13-08-2015,IFMR Holdings,Financial Inclusion platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000
2520,13-08-2015,Massblurb,Digital Marketing automation solution,,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,
2521,13-08-2015,Agrostar,Mobile Commerce for Farmers,,Pune,IDG Ventures,Private Equity,4000000
2522,14-08-2015,VoxWeb,Picture based Social App,,Mumbai,Jitendra Gupta & others,Seed Funding,100000
2523,14-08-2015,Trukky,Logistics service platform,,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000
